goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQLGRW	Nationally derived quality of groundwater (%)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global	75.0	75.0				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQLGRW	Nationally derived quality of groundwater (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global	100.0	100.0				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQLGRW	Nationally derived quality of groundwater (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global	76.35	76.35				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQLGRW	Nationally derived quality of groundwater (%)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global	0.0	0.0				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQLGRW	Nationally derived quality of groundwater (%)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global	94.57	94.57				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQLGRW	Nationally derived quality of groundwater (%)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global	42.18	42.18				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQLGRW	Nationally derived quality of groundwater (%)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global	100.0	100.0				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQLGRW	Nationally derived quality of groundwater (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global	100.0	100.0				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQLGRW	Nationally derived quality of groundwater (%)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global	99.49	99.49				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQLGRW	Nationally derived quality of groundwater (%)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global	76.27	76.27				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQLGRW	Nationally derived quality of groundwater (%)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global	86.96	86.96				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQLGRW	Nationally derived quality of groundwater (%)	584	Marshall Islands	4	57	Micronesia	Country	171.0839119	7.110213497	MHL	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global	100.0	100.0				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQLGRW	Nationally derived quality of groundwater (%)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global	85.71	85.71				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQLGRW	Nationally derived quality of groundwater (%)	642	Romania	4	151	Eastern Europe	Country	24.98481009	45.83893563	ROU	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global	83.69	83.69				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQLGRW	Nationally derived quality of groundwater (%)	705	Slovenia	4	39	Southern Europe	Country	14.82209486	46.11958061	SVN	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global	90.48	90.48				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQLGRW	Nationally derived quality of groundwater (%)	72	Botswana	5	18	Southern Africa	Country	23.81380223	-22.18810073	BWA	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global	7.69	7.69				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQLGRW	Nationally derived quality of groundwater (%)	729	Sudan	4	15	Northern Africa	Country	29.95650159	16.02643066	SDN	0	1			[2017]	2017	2017	1	PT	Percentage	G	Global	97.25	97.25				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQLGRW	Nationally derived quality of groundwater (%)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global	97.7	97.7				Environment Live		C: Country data
6	Goal 6	Ensure availability and sustainable management of water and sanitation for all	6.6	By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes	C060601	6.6.1	Change in the extent of water-related ecosystems over time	2020.Q2.G.03	['water', 'natural resources']	EN_WBE_NDQLGRW	Nationally derived quality of groundwater (%)	894	Zambia	5	14	Eastern Africa	Country	27.850329	-14.59701056	ZMB	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global	66.67	66.67				Environment Live		C: Country data
